Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Med_Cmp,Med_Att,Med_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,Prog
2208,Diant Ramaj,de GER,GK,Eint Frankfurt,de Bundesliga,19,2001,1,30,41,73.2,748,545,7,7,100,16,16,100,7,18,38.9,0,0,0,0,0,1,0,0,0
2209,Jonás Ramalho,es ESP,DF,Osasuna,es La Liga,28,1993,2.7,97,134,72.4,1567,629,48,55,87.3,40,56,71.4,8,16,50,0,0,0,0,0,18,0,0,8
2210,Adil Rami,fr FRA,DF,Troyes,fr Ligue 1,35,1985,13,443,525,84.4,9235,4097,148,166,89.2,207,225,92,78,114,68.4,0,0.1,0.1,-0.1,2,24,2,0,20
2211,Sandro Ramírez,es ESP,FW,Getafe,es La Liga,26,1995,16.2,280,389,72,4155,671,162,195,83.1,84,117,71.8,19,38,50,0,1,0.9,-1,13,13,8,1,16
2212,Guilherme Ramos,pt POR,DF,Arminia,de Bundesliga,23,1997,10.1,305,458,66.6,6125,2043,78,99,78.8,186,249,74.7,37,95,38.9,0,0.1,0.2,-0.1,1,24,8,0,28
2213,Sergio Ramos,es ESP,DF,Paris S-G,fr Ligue 1,35,1986,8.9,776,829,93.6,16434,5676,228,236,96.6,405,420,96.4,133,157,84.7,0,0,0.2,0,1,83,2,0,41
2214,Aaron Ramsdale,eng ENG,GK,Arsenal,eng Premier League,23,1998,34,795,1178,67.5,20520,14380,196,199,98.5,394,404,97.5,203,566,35.9,0,0,0,0,0,26,0,0,1
2215,Aaron Ramsey,wls WAL,MF,Juventus,it Serie A,30,1990,1.1,59,66,89.4,1014,260,25,29,86.2,29,31,93.5,4,5,80,0,0.1,0,-0.1,2,6,0,0,2
2216,Jacob Ramsey,eng ENG,MF,Aston Villa,eng Premier League,20,2001,27.4,889,1045,85.1,13297,3505,484,548,88.3,323,359,90,48,64,75,1,2.2,2.3,-1.2,21,92,21,4,72
2217,Luca Ranieri,it ITA,DF,Salernitana,it Serie A,22,1999,23.4,698,993,70.3,11546,5442,339,396,85.6,280,401,69.8,58,123,47.2,0,1.3,1,-1.3,11,56,17,14,68
2218,Andrea Ranocchia,it ITA,DF,Inter,it Serie A,33,1988,3.8,182,198,91.9,3763,1618,48,55,87.3,104,108,96.3,30,33,90.9,0,0,0,0,0,4,1,0,8
2219,Raphinha,br BRA,FWMF,Leeds United,eng Premier League,24,1996,32.4,824,1301,63.3,13788,5181,399,497,80.3,275,420,65.5,99,259,38.2,3,8.3,6.2,-5.3,65,91,49,11,135
2220,Tobias Raschl,de GER,MF,Greuther Fürth,de Bundesliga,21,2000,6.6,215,265,81.1,3192,880,119,134,88.8,82,93,88.2,8,18,44.4,1,0.1,0.1,+0.9,2,21,1,0,15
2221,Elba Rashani,xk KVX,FWMF,Clermont Foot,fr Ligue 1,28,1993,19.5,428,583,73.4,5640,1266,255,317,80.4,136,177,76.8,12,25,48,3,2.6,2.5,+0.4,15,25,10,5,28
2222,Marcus Rashford,eng ENG,FWMF,Manchester Utd,eng Premier League,23,1997,13.7,304,424,71.7,3973,706,199,252,79,82,110,74.5,7,20,35,2,2,2,0,9,18,10,1,23
2223,Milot Rashica,xk KVX,FWMF,Norwich City,eng Premier League,25,1996,24.8,363,602,60.3,6213,1883,190,240,79.2,117,207,56.5,45,105,42.9,2,2.5,2.4,-0.5,36,33,20,8,35
2224,Giacomo Raspadori,it ITA,MFFW,Sassuolo,it Serie A,21,2000,30.4,814,1045,77.9,12449,2236,434,496,87.5,260,313,83.1,60,119,50.4,4,4,3.7,0,43,41,29,1,55
2225,Raúl,es ESP,FWDF,Betis,es La Liga,20,2000,0,0,1,0,0,0,0,0,,0,1,0,0,0,,0,0,0,0,0,0,0,0,0
2226,David Raum,de GER,DFFW,Hoffenheim,de Bundesliga,23,1998,30.6,1463,2003,73,25583,9807,694,805,86.2,561,722,77.7,168,345,48.7,11,12.7,13.9,-1.7,83,105,74,51,118
2227,Nicola Ravaglia,it ITA,GK,Sampdoria,it Serie A,32,1988,0.1,2,4,50,131,131,0,0,,0,0,,2,4,50,0,0,0,0,0,0,0,0,0
2228,David Raya,es ESP,GK,Brentford,eng Premier League,25,1995,24,737,1085,67.9,22782,17530,137,138,99.3,302,310,97.4,296,625,47.4,0,0,0.1,0,1,45,0,0,3
2229,Ante Rebić,hr CRO,FW,Milan,it Serie A,27,1993,9.9,182,299,60.9,2866,964,96,146,65.8,53,80,66.3,21,34,61.8,2,4.6,3.2,-2.6,29,16,24,8,33
2230,Arkadiusz Reca,pl POL,DF,Spezia,it Serie A,26,1995,19.7,622,879,70.8,10345,4830,309,369,83.7,233,304,76.6,61,144,42.4,2,2.1,1.5,-0.1,13,45,15,9,41
2231,Lluís Recasens,es ESP,DF,Espanyol,es La Liga,19,2002,0.5,6,11,54.5,142,58,0,2,0,5,6,83.3,1,2,50,0,0,0,0,0,0,0,0,0
2232,Nathan Redmond,eng ENG,MFFW,Southampton,eng Premier League,27,1994,20.4,510,735,69.4,7900,2509,277,338,82,172,247,69.6,37,92,40.2,5,4,3.1,+1.0,34,38,44,13,71
2233,Sergio Reguilón,es ESP,DFMF,Tottenham,eng Premier League,24,1996,21.3,750,994,75.5,11784,3362,394,453,87,271,355,76.3,54,99,54.5,3,3.4,3.8,-0.4,29,35,31,21,45
2234,Manolo Reina,es ESP,GK,Mallorca,es La Liga,36,1985,21,412,646,63.8,13217,10583,94,95,98.9,147,147,100,166,394,42.1,0,0,0,0,0,13,1,0,0
2235,Pepe Reina,es ESP,GK,Lazio,it Serie A,38,1982,15,433,528,82,10958,8275,111,112,99.1,177,184,96.2,142,229,62,1,0.5,0,+0.5,1,5,0,0,0
2236,Jeff Reine-Adélaïde,fr FRA,MFDF,Lyon,fr Ligue 1,23,1998,2.2,139,167,83.2,2125,627,66,74,89.2,52,59,88.1,9,16,56.3,1,1.2,0.8,-0.2,8,13,3,0,10
2237,Reinier,br BRA,FWMF,Dortmund,de Bundesliga,19,2002,1.8,62,83,74.7,876,167,29,35,82.9,19,22,86.4,6,10,60,0,0,0,0,0,5,0,0,3
2238,Karim Rekik,nl NED,DF,Sevilla,es La Liga,26,1994,12.2,693,777,89.2,11834,3731,294,316,93,349,376,92.8,39,62,62.9,2,0.4,0.5,+1.6,5,33,5,1,25
2239,Álex Remiro,es ESP,GK,Real Sociedad,es La Liga,26,1995,35,949,1259,75.4,26663,19227,178,180,98.9,440,449,98,331,627,52.8,0,0,0,0,0,14,0,0,0
2240,Panagiotis Retsos,gr GRE,DF,Hellas Verona,it Serie A,22,1998,0.6,14,22,63.6,252,76,6,10,60,6,9,66.7,2,3,66.7,0,0.1,0,-0.1,1,0,2,1,2
2241,Panagiotis Retsos,gr GRE,DFFW,Leverkusen,de Bundesliga,22,1998,0.4,10,12,83.3,171,82,4,5,80,6,7,85.7,0,0,,0,0,0,0,0,2,0,0,0
2242,Marco Reus,de GER,MFFW,Dortmund,de Bundesliga,32,1989,27.8,1003,1242,80.8,13424,3446,581,675,86.1,267,327,81.7,54,79,68.4,13,8.4,6.2,+4.6,52,80,38,3,94
2243,Elvis Rexhbeçaj,de GER,MF,Bochum,de Bundesliga,23,1997,28.2,537,821,65.4,9060,3101,245,315,77.8,224,305,73.4,44,125,35.2,0,1.5,1.1,-1.5,20,74,8,2,71
2244,Gio Reyna,us USA,MF,Dortmund,de Bundesliga,18,2002,4.9,197,248,79.4,2774,689,106,122,86.9,56,64,87.5,14,26,53.8,1,2.1,1.2,-1.1,15,11,5,1,9
2245,Bryan Reynolds,us USA,DF,Roma,it Serie A,20,2001,0,2,2,100,32,7,1,1,100,1,1,100,0,0,,0,0,0,0,0,0,0,0,0
2246,Nico Ribaudo,es ESP,MFFW,Espanyol,es La Liga,20,2001,12.4,368,432,85.2,5606,1250,216,237,91.1,109,129,84.5,32,41,78,0,1.6,1,-1.6,13,26,9,1,33
2247,Tiago Ribeiro,pt POR,FW,Monaco,fr Ligue 1,19,2002,0,2,2,100,29,5,1,1,100,1,1,100,0,0,,0,0,0,0,0,1,0,0,0
2248,Franck Ribéry,fr FRA,MFFW,Salernitana,it Serie A,38,1983,15.8,510,657,77.6,7667,1958,287,328,87.5,156,183,85.2,39,70,55.7,2,3.8,3.4,-1.8,30,44,21,2,46
2249,Samuele Ricci,it ITA,MF,Torino,it Serie A,19,2001,8,367,395,92.9,6506,1517,156,165,94.5,175,181,96.7,31,37,83.8,0,0.4,0.2,-0.4,4,37,1,0,24
2250,Samuele Ricci,it ITA,MF,Empoli,it Serie A,19,2001,17,832,932,89.3,15351,4216,315,336,93.8,429,457,93.9,74,106,69.8,1,0.3,0.6,+0.7,7,90,7,0,75
2251,Declan Rice,eng ENG,MF,West Ham,eng Premier League,22,1999,35.3,1986,2197,90.4,35788,9260,848,903,93.9,887,938,94.6,203,258,78.7,4,2.1,1.5,+1.9,24,256,26,4,147
2252,Chris Richards,us USA,DF,Hoffenheim,de Bundesliga,21,2000,14.5,829,984,84.2,14667,4710,353,396,89.1,411,457,89.9,56,109,51.4,1,0.5,0.9,+0.5,3,48,2,0,39
2253,Chris Richards,us USA,DF,Bayern Munich,de Bundesliga,21,2000,0,3,3,100,85,49,1,1,100,1,1,100,1,1,100,0,0,0,0,0,1,0,0,0
2254,Omar Richards,eng ENG,DF,Bayern Munich,de Bundesliga,23,1998,4.9,312,361,86.4,4336,1321,190,201,94.5,102,115,88.7,10,19,52.6,0,0.2,0.5,-0.2,3,16,3,0,22
2255,Taylor Richards,eng ENG,MF,Brighton,eng Premier League,20,2000,0.3,21,27,77.8,346,81,11,14,78.6,8,9,88.9,2,2,100,0,0,0,0,1,2,0,0,2
2256,Richarlison,br BRA,FW,Everton,eng Premier League,24,1997,28,339,568,59.7,4540,971,192,278,69.1,96,141,68.1,15,41,36.6,5,4.3,2.1,+0.7,29,21,13,1,27
2257,Marco Richter,de GER,FWMF,Hertha BSC,de Bundesliga,23,1997,18.9,345,527,65.5,5569,1869,175,220,79.5,112,170,65.9,40,77,51.9,1,1.8,2.2,-0.8,17,29,17,4,40
2258,Diego Rico,es ESP,DF,Real Sociedad,es La Liga,28,1993,18.3,849,1133,74.9,13860,6318,396,442,89.6,367,461,79.6,59,134,44,0,1.1,1.7,-1.1,15,49,29,14,81
2259,Sergio Rico,es ESP,GK,Mallorca,es La Liga,27,1993,14,245,360,68.1,8430,7125,43,43,100,80,83,96.4,121,233,51.9,0,0,0,0,1,5,0,0,0
2260,Sergio Rico,es ESP,GK,Paris S-G,fr Ligue 1,27,1993,0.3,5,7,71.4,130,76,0,0,,4,4,100,1,3,33.3,0,0,0,0,0,0,0,0,0
2261,Jaïro Riedewald,nl NED,MF,Crystal Palace,eng Premier League,24,1996,1.3,47,56,83.9,795,204,27,31,87.1,16,16,100,4,7,57.1,0,0.1,0,-0.1,2,4,0,0,4
2262,Manuel Riemann,de GER,GK,Bochum,de Bundesliga,32,1988,31,1030,1653,62.3,39129,32195,82,84,97.6,283,292,96.9,665,1266,52.5,1,0.4,0.4,+0.6,5,88,5,0,6
2263,Tomás Rincón,ve VEN,MF,Torino,it Serie A,33,1988,1.8,73,89,82,1330,244,34,42,81,29,32,90.6,9,12,75,0,0.1,0,-0.1,2,6,0,0,5
2264,Tomás Rincón,ve VEN,MF,Sampdoria,it Serie A,33,1988,13,480,576,83.3,8381,2612,224,252,88.9,192,222,86.5,56,77,72.7,0,0.1,0.3,-0.1,4,50,6,0,36
2265,Luis Rioja,es ESP,MFFW,Alavés,es La Liga,27,1993,34.6,560,932,60.1,8631,2524,315,403,78.2,170,291,58.4,48,129,37.2,3,5.2,4.2,-2.2,33,36,34,12,46
2266,Renaud Ripart,fr FRA,MFFW,Troyes,fr Ligue 1,28,1993,21,465,675,68.9,7116,1680,255,330,77.3,143,197,72.6,36,67,53.7,2,2.2,1.3,-0.2,17,39,13,7,41
2267,Mihailo Ristić,rs SRB,DF,Montpellier,fr Ligue 1,25,1995,20,784,1055,74.3,12630,4879,431,472,91.3,262,352,74.4,65,161,40.4,3,1.5,1.8,+1.5,16,66,14,6,64
2268,Matt Ritchie,sct SCO,DF,Newcastle Utd,eng Premier League,31,1989,14.9,510,714,71.4,9145,4445,262,288,91,156,207,75.4,79,181,43.6,2,2.7,2.5,-0.7,28,42,16,8,37
2269,Maxence Rivera,fr FRA,FW,Saint-Étienne,fr Ligue 1,19,2002,0.1,0,2,0,0,0,0,1,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0
2270,Rober,es ESP,DF,Levante,es La Liga,26,1995,22.3,832,1048,79.4,15261,6840,346,375,92.3,388,446,87,89,193,46.1,0,0.3,0.2,-0.3,4,57,3,1,43
2271,Sergi Roberto,es ESP,MFDF,Barcelona,es La Liga,29,1992,4.4,230,257,89.5,3128,673,145,154,94.2,63,71,88.7,9,13,69.2,1,0.5,0.2,+0.5,4,12,3,1,12
2272,Connor Roberts,wls WAL,DF,Burnley,eng Premier League,25,1995,18.8,579,863,67.1,9841,4321,271,314,86.3,232,355,65.4,55,138,39.9,1,1.6,1.5,-0.6,13,46,17,5,45
2273,Patrick Roberts,eng ENG,MF,Troyes,fr Ligue 1,24,1997,0.2,4,5,80,58,14,1,1,100,3,3,100,0,0,,0,0,0,0,0,0,0,0,1
2274,Tyler Roberts,wls WAL,MFFW,Leeds United,eng Premier League,22,1999,11,214,300,71.3,3004,771,124,154,80.5,61,81,75.3,13,29,44.8,1,1.4,0.7,-0.4,15,17,10,2,20
2275,Andrew Robertson,sct SCO,DF,Liverpool,eng Premier League,27,1994,28.2,1885,2350,80.2,30530,10281,980,1078,90.9,759,906,83.8,120,268,44.8,10,6,5.5,+4.0,55,131,45,13,139
2276,Marc Roca,es ESP,MF,Bayern Munich,de Bundesliga,24,1996,4.2,252,289,87.2,3918,1354,130,142,91.5,91,100,91,17,28,60.7,0,0.5,0.6,-0.5,5,28,2,0,18
2277,Rubén Rochina,es ESP,MFFW,Granada,es La Liga,30,1991,8.3,259,383,67.6,5065,1438,126,142,88.7,80,121,66.1,49,95,51.6,3,1,1,+2.0,13,28,10,4,31
2278,Cimo Röcker,de GER,DF,Hertha BSC,de Bundesliga,27,1994,0.2,11,16,68.8,206,81,4,4,100,5,6,83.3,2,6,33.3,0,0.1,0.1,-0.1,1,0,0,0,0
2279,Enzo Roco,cl CHI,DF,Elche,es La Liga,28,1992,28.4,949,1158,82,20066,7944,266,298,89.3,504,561,89.8,165,260,63.5,0,0.2,0.2,-0.2,3,47,2,0,35
2280,Stian Rode Gregersen,no NOR,DF,Bordeaux,fr Ligue 1,26,1995,21.7,772,914,84.5,13659,5174,330,363,90.9,366,411,89.1,59,107,55.1,1,0.4,0.7,+0.6,2,37,4,1,34
2281,Sebastian Rode,de GER,MF,Eint Frankfurt,de Bundesliga,30,1990,8.4,336,414,81.2,5286,1829,163,193,84.5,132,155,85.2,22,27,81.5,0,1,0.7,-1,12,29,8,1,40
2282,Joe Rodon,wls WAL,DF,Tottenham,eng Premier League,23,1997,1,29,35,82.9,509,133,9,11,81.8,15,17,88.2,3,4,75,0,0,0,0,0,0,0,0,0
2283,Rodri,es ESP,MF,Manchester City,eng Premier League,25,1996,32,2640,2887,91.4,48233,11299,1107,1185,93.4,1207,1271,95,294,358,82.1,2,1.9,2.7,+0.1,29,284,37,3,179
2284,Rodrigo,es ESP,MFFW,Leeds United,eng Premier League,30,1991,25.2,681,914,74.5,10329,2668,371,453,81.9,188,243,77.4,63,96,65.6,1,4.3,2.7,-3.3,38,54,31,6,75
2285,Rodrigo,es ESP,FW,Betis,es La Liga,21,2000,9.8,337,415,81.2,5412,1596,178,207,86,130,159,81.8,24,34,70.6,2,2.2,1.7,-0.2,17,42,16,0,41
2286,Gerson Rodrigues,lu LUX,FWMF,Troyes,fr Ligue 1,26,1995,9.4,157,223,70.4,2266,425,88,114,77.2,50,65,76.9,9,16,56.3,1,0.6,0.4,+0.4,8,16,7,1,13
2287,Kévin Rodrigues,pt POR,DFFW,Rayo Vallecano,es La Liga,27,1994,4.8,162,229,70.7,2424,1025,89,105,84.8,57,78,73.1,9,25,36,0,0.1,0.1,-0.1,3,13,2,1,10
2288,Ángel Rodríguez,es ESP,FWMF,Mallorca,es La Liga,34,1987,17.2,187,263,71.1,2426,544,106,133,79.7,43,56,76.8,13,25,52,2,1.1,0.6,+0.9,13,16,10,2,18
2289,Óscar Rodríguez Arnaiz,es ESP,MFFW,Getafe,es La Liga,23,1998,10.5,316,429,73.7,5771,1668,160,200,80,98,124,79,46,82,56.1,1,1,1.2,0,11,34,11,3,20
2290,Óscar Rodríguez Arnaiz,es ESP,FWMF,Sevilla,es La Liga,23,1998,4.6,168,214,78.5,2815,717,95,108,88,49,62,79,20,33,60.6,0,0.8,0.7,-0.8,5,13,4,2,12
2291,Dani Rodríguez,es ESP,MFFW,Mallorca,es La Liga,33,1988,31.5,716,951,75.3,10319,3155,415,482,86.1,197,259,76.1,52,94,55.3,3,3.5,2.9,-0.5,43,59,27,2,63
2292,Guido Rodríguez,ar ARG,MF,Betis,es La Liga,27,1994,28.1,1245,1458,85.4,21543,7291,598,673,88.9,484,534,90.6,127,180,70.6,2,0.9,1,+1.1,14,112,9,1,88
2293,Jay Rodriguez,eng ENG,FW,Burnley,eng Premier League,32,1989,15.4,185,313,59.1,2439,672,127,185,68.6,39,78,50,9,19,47.4,2,1.6,0.5,+0.4,12,16,3,1,14
2294,Ricardo Rodríguez,ch SUI,DF,Torino,it Serie A,28,1992,27.5,1247,1469,84.9,21547,8073,602,644,93.5,515,562,91.6,108,198,54.5,1,2.1,1.8,-1.1,22,101,7,2,73
2295,Rodrygo,br BRA,FW,Real Madrid,es La Liga,20,2001,16.9,555,682,81.4,6480,1383,377,410,92,100,133,75.2,15,36,41.7,4,3.1,2.7,+0.9,28,28,21,2,32
2296,Mads Roerslev,dk DEN,DF,Brentford,eng Premier League,22,1999,13.8,230,358,64.2,3857,1221,107,138,77.5,100,149,67.1,17,45,37.8,1,0.6,0.8,+0.4,7,16,8,7,19
2297,Marko Rog,hr CRO,MF,Cagliari,it Serie A,26,1995,3.5,122,152,80.3,1663,357,71,81,87.7,36,47,76.6,6,9,66.7,1,0.2,0.1,+0.8,4,13,1,0,5
2298,Rogério,br BRA,DF,Sassuolo,it Serie A,23,1998,19.2,921,1131,81.4,14979,4524,459,510,90,354,400,88.5,76,140,54.3,1,1.9,1.8,-0.9,27,57,26,12,53
2299,Alessio Romagnoli,it ITA,DF,Milan,it Serie A,26,1995,15.7,893,999,89.4,16845,6188,291,323,90.1,505,540,93.5,80,108,74.1,0,0.1,0.5,-0.1,3,66,3,0,56
2300,Simone Romagnoli,it ITA,DF,Empoli,it Serie A,31,1990,16.6,612,796,76.9,12093,5583,205,245,83.7,320,395,81,83,136,61,0,0.4,0.6,-0.4,5,44,7,0,43
2301,Leonardo Román,es ESP,GK,Mallorca,es La Liga,21,2000,2,47,67,70.1,1236,801,11,11,100,22,22,100,14,34,41.2,0,0,0,0,0,1,0,0,0
2302,Cristian Romero,ar ARG,DF,Tottenham,eng Premier League,23,1998,20.5,1149,1325,86.7,20261,7099,473,517,91.5,551,590,93.4,93,159,58.5,0,0.3,0.5,-0.3,6,57,7,0,60
2303,Iván Romero,es ESP,FW,Sevilla,es La Liga,20,2001,2,28,34,82.4,426,53,10,12,83.3,15,16,93.8,1,1,100,0,0,0.2,0,0,3,1,0,2
2304,Luka Romero,ar ARG,FW,Lazio,it Serie A,16,2004,0.9,35,37,94.6,498,38,19,20,95,12,12,100,1,1,100,0,0.1,0.1,-0.1,1,0,1,1,0
2305,Sergio Romero,ar ARG,GK,Venezia,it Serie A,34,1987,16,415,586,70.8,11661,8294,78,80,97.5,191,199,96,145,305,47.5,0,0,0,0,1,11,0,0,1
2306,Oriol Romeu,es ESP,MF,Southampton,eng Premier League,29,1991,32.1,1377,1691,81.4,23235,6191,676,787,85.9,535,614,87.1,133,198,67.2,2,3,2.5,-1,37,148,23,3,117
2307,Cristiano Ronaldo,pt POR,FW,Manchester Utd,eng Premier League,36,1985,27.3,726,904,80.3,8929,1337,469,541,86.7,174,218,79.8,20,29,69,3,3.2,2,-0.2,26,46,16,0,38
2308,Cristiano Ronaldo,pt POR,FW,Juventus,it Serie A,36,1985,0.3,8,13,61.5,105,16,6,8,75,1,2,50,1,1,100,0,0.1,0,-0.1,1,0,0,0,1
2309,Salomón Rondón,ve VEN,FW,Everton,eng Premier League,31,1989,8.8,117,193,60.6,1410,190,77,116,66.4,23,41,56.1,5,5,100,1,1,0.7,0,8,4,1,0,2
2310,Valentin Rongier,fr FRA,MFDF,Marseille,fr Ligue 1,26,1994,24.4,1753,1950,89.9,27552,7112,905,972,93.1,696,762,91.3,100,127,78.7,1,1.7,2.2,-0.7,17,160,22,2,134
2311,Marten de Roon,nl NED,MFDF,Atalanta,it Serie A,30,1991,28.3,1434,1690,84.9,25483,8331,650,725,89.7,618,677,91.3,141,230,61.3,0,0.5,1.1,-0.5,7,163,21,0,126
2312,Unai Ropero,es ESP,MF,Alavés,es La Liga,19,2001,0.1,1,1,100,11,0,1,1,100,0,0,,0,0,,0,0,0,0,0,0,0,0,0
2313,Pablo Rosario,nl NED,MF,Nice,fr Ligue 1,24,1997,30.3,1522,1737,87.6,26102,6713,680,749,90.8,681,751,90.7,123,166,74.1,2,1.4,1.3,+0.6,20,147,14,3,141
2314,Romario Rösch,de GER,MF,Mainz 05,de Bundesliga,22,1999,0,0,0,,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
2315,Danny Rose,eng ENG,DF,Watford,eng Premier League,31,1990,7.7,227,340,66.8,4251,2343,104,118,88.1,90,128,70.3,29,71,40.8,0,1,0.5,-1,5,29,7,1,25
2316,Francesco Rossi,it ITA,GK,Atalanta,it Serie A,30,1991,0.4,12,16,75,341,279,0,0,,8,8,100,4,8,50,0,0,0,0,0,0,0,0,0
2317,Tom Rothe,de GER,DF,Dortmund,de Bundesliga,16,2004,1,40,54,74.1,574,202,23,27,85.2,16,19,84.2,1,5,20,0,0,0,0,1,1,0,0,2
2318,Jérôme Roussillon,fr FRA,DF,Wolfsburg,de Bundesliga,28,1993,19.7,675,918,73.5,11140,4068,328,414,79.2,269,339,79.4,54,94,57.4,0,1.7,1.2,-1.7,15,43,19,8,62
2319,Nicolò Rovella,it ITA,MF,Genoa,it Serie A,19,2001,16.3,762,977,78,14063,3765,344,373,92.2,269,327,82.3,121,226,53.5,3,2.6,2.5,+0.4,30,64,8,1,51
2320,Jon Rowe,eng ENG,FWMF,Norwich City,eng Premier League,18,2003,2.5,48,72,66.7,534,142,34,42,81,8,10,80,1,7,14.3,1,0.6,0.2,+0.4,5,4,2,0,4
2321,Amir Rrahmani,xk KVX,DF,Napoli,it Serie A,27,1994,32.5,1835,2015,91.1,32159,11658,795,850,93.5,861,905,95.1,155,215,72.1,0,0.3,0.4,-0.3,5,83,3,0,60
2322,Ruan,br BRA,DF,Sassuolo,it Serie A,22,1999,2.4,84,110,76.4,1194,609,52,60,86.7,26,37,70.3,2,6,33.3,0,0.1,0,-0.1,1,5,0,0,5
2323,Rubén,es ESP,DF,Espanyol,es La Liga,20,2001,1.7,45,69,65.2,660,154,20,27,74.1,17,26,65.4,2,8,25,1,0.4,0.2,+0.6,1,1,1,0,1
2324,John Ruddy,eng ENG,GK,Wolves,eng Premier League,34,1986,1.5,22,33,66.7,458,296,11,12,91.7,6,6,100,4,14,28.6,0,0,0,0,0,1,0,0,0
2325,Antonio Rüdiger,de GER,DF,Chelsea,eng Premier League,28,1993,33.7,2217,2534,87.5,41765,13322,865,926,93.4,1079,1167,92.5,247,369,66.9,0,0.8,1.5,-0.8,12,219,24,3,119
2326,Sebastian Rudy,de GER,MF,Hoffenheim,de Bundesliga,31,1990,8.6,305,405,75.3,4857,1769,144,174,82.8,117,146,80.1,24,44,54.5,1,0.4,1.2,+0.6,6,35,5,1,36
2327,Daniele Rugani,it ITA,DF,Juventus,it Serie A,27,1994,9.8,497,547,90.9,9586,3391,154,159,96.9,296,312,94.9,41,63,65.1,0,0,0.1,0,1,23,0,0,19
2328,Matteo Ruggeri,it ITA,DF,Salernitana,it Serie A,19,2002,7.5,198,302,65.6,3402,1434,94,114,82.5,78,122,63.9,22,47,46.8,0,0.3,0.4,-0.3,4,15,6,5,12
2329,Mário Rui,pt POR,DF,Napoli,it Serie A,30,1991,33.2,2073,2461,84.2,33194,10011,1142,1230,92.8,682,786,86.8,183,301,60.8,5,4.1,3.6,+0.9,41,126,36,8,120
2330,Aitor Ruibal,es ESP,FWDF,Betis,es La Liga,25,1996,9.5,258,341,75.7,3647,1225,162,188,86.2,77,99,77.8,12,24,50,0,0.9,0.5,-0.9,11,23,8,2,26
2331,Isma Ruiz,es ESP,MF,Granada,es La Liga,20,2001,3.1,103,124,83.1,1823,302,47,52,90.4,44,54,81.5,11,14,78.6,0,0.1,0.1,-0.1,2,6,0,0,2
2332,Fabián Ruiz Peña,es ESP,MF,Napoli,it Serie A,25,1996,26.5,1969,2196,89.7,32223,8053,1057,1132,93.4,654,719,91,190,230,82.6,4,3.3,2.8,+0.7,32,219,32,2,142
2333,Víctor Ruiz,es ESP,DF,Betis,es La Liga,32,1989,15.8,778,896,86.8,15244,6426,278,307,90.6,399,435,91.7,95,143,66.4,0,0.2,0.2,-0.2,6,40,4,0,42
2334,Gerónimo Rulli,ar ARG,GK,Villarreal,es La Liga,29,1992,32,1051,1288,81.6,26907,16506,208,211,98.6,571,580,98.4,268,491,54.6,0,0,0.1,0,0,15,2,0,2
2335,Lukas Rupp,de GER,MF,Norwich City,eng Premier League,30,1991,8.5,322,391,82.4,4884,1244,170,191,89,116,129,89.9,22,35,62.9,0,1.5,1.1,-1.5,9,24,5,1,24
2336,Alessandro Russo,it ITA,MF,Salernitana,it Serie A,17,2003,0.3,3,6,50,24,6,2,2,100,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2337,Franco Russo,ar ARG,DF,Mallorca,es La Liga,26,1994,16.3,491,644,76.2,10027,4613,157,188,83.5,245,289,84.8,82,144,56.9,0,0.3,0.9,-0.3,1,23,1,0,32
2338,Georginio Rutter,fr FRA,FWMF,Hoffenheim,de Bundesliga,19,2002,17.9,198,319,62.1,2950,756,102,145,70.3,60,90,66.7,17,29,58.6,2,4.1,2.9,-2.1,15,14,15,4,31
2339,Mathew Ryan,au AUS,GK,Real Sociedad,es La Liga,29,1992,3,67,107,62.6,1976,1435,11,11,100,30,30,100,26,66,39.4,0,0,0,0,0,1,0,0,0
2340,Julian Ryerson,no NOR,DF,Union Berlin,de Bundesliga,23,1997,15.9,482,650,74.2,8233,2877,242,286,84.6,181,226,80.1,47,91,51.6,0,2,1.5,-2,18,37,22,13,40
2341,Frederik Rønnow,dk DEN,GK,Union Berlin,de Bundesliga,28,1992,7,168,257,65.4,5036,4020,24,24,100,82,84,97.6,62,147,42.2,0,0,0,0,0,3,0,0,0
2342,José Sá,pt POR,GK,Wolves,eng Premier League,28,1993,36.5,770,1109,69.4,20016,12865,161,164,98.2,379,386,98.2,223,548,40.7,1,0.4,0,+0.6,3,14,1,0,2
2343,Roli Pereira de Sa,fr FRA,MF,Nantes,fr Ligue 1,24,1996,6.4,222,272,81.6,3354,774,129,150,86,70,81,86.4,14,19,73.7,0,0.7,0.6,-0.7,7,19,1,1,8
2344,Youssouf Sabaly,sn SEN,DF,Betis,es La Liga,28,1993,8.8,414,497,83.3,5854,1907,244,266,91.7,142,166,85.5,14,33,42.4,1,0.6,0.6,+0.4,7,17,5,2,18
